CUST_0095,TXN_00000073,935.33,2023-08-25
CUST_0034,TXN_00000074,112.07,2023-03-15
CUST_0020,TXN_00000075,110.59,2023-09-08
CUST_0011,TXN_00000076,977.01,2023-01-12
CUST_0077,TXN_00000077,937.15,2023-07-01
CUST_0007,TXN_00000078,434.27,2023-01-12
CUST_0038,TXN_00000079,136.88,2023-04-12
CUST_0093,TXN_00000080,830.33,2023-08-06
CUST_0012,TXN_00000081,146.31,2023-04-26
CUST_0069,TXN_00000082,615.46,2023-12-31
CUST_0057,TXN_00000083,161.98,2023-04-20
CUST_0061,TXN_00000084,506.79,2023-04-13
CUST_0066,TXN_00000085,465.27,2023-10-26
CUST_0003,TXN_00000086,660.92,2023-08-19
CUST_0030,TXN_00000087,910.36,2023-07-15
CUST_0017,TXN_00000088,269.62,2023-01-05
CUST_0081,TXN_00000089,220.31,2023-10-24
CUST_0040,TXN_00000090,179.5,2023-01-10
CUST_0071,TXN_00000091,523.32,2023-05-03
CUST_0067,TXN_00000092,386.89,2023-09-01
CUST_0037,TXN_00000093,480.6,2023-01-28
CUST_0044,TXN_00000094,822.41,2023-09-23
CUST_0055,TXN_00000095,659.86,2023-05-09
CUST_0083,TXN_00000096,617.27,2023-05-21
CUST_0099,TXN_00000097,546.91,2023-09-20
CUST_0067,TXN_00000098,478.57,2023-02-17
CUST_0028,TXN_00000099,180.17,2023-12-28
CUST_0059,TXN_00000100,25.5,2023-02-06
CUST_0091,TXN_00000101,951.88,2023-10-08
CUST_0049,TXN_00000102,986.57,2023-10-22
CUST_0076,TXN_00000103,59.26,2023-03-22
CUST_0008,TXN_00000104,822.29,2023-07-09
CUST_0078,TXN_00000105,222.6,2023-12-10
CUST_0034,TXN_00000106,42.18,2023-09-16
CUST_0090,TXN_00000107,728.49,2023-03-02
CUST_0072,TXN_00000108,969.87,2023-06-14
CUST_0099,TXN_00000109,10.34,2023-10-10
CUST_0074,TXN_00000110,382.46,2023-11-29
CUST_0003,TXN_00000111,229.63,2023-04-10
CUST_0085,TXN_00000112,654.82,2023-02-14
CUST_0049,TXN_00000113,651.84,2023-01-30
CUST_0074,TXN_00000114,898.06,2023-06-26
CUST_0049,TXN_00000115,328.17,2023-06-08
CUST_0047,TXN_00000116,733.14,2023-09-04
CUST_0080,TXN_00000117,517.52,2023-07-27
CUST_0027,TXN_00000118,855.72,2023-11-10
CUST_0013,TXN_00000119,190.15,2023-10-27
CUST_0059,TXN_00000120,690.97,2023-11-17
CUST_0063,TXN_00000121,555.5,2023-08-27
CUST_0100,TXN_00000122,779.75,2023-01-14
CUST_0018,TXN_00000123,28.39,2023-04-13
CUST_0067,TXN_00000124,560.36,2023-03-02
CUST_0100,TXN_00000125,316.51,2023-08-14
CUST_0049,TXN_00000126,302.1,2023-09-22
CUST_0012,TXN_00000127,633.58,2023-10-15
CUST_0029,TXN_00000128,809.2,2023-06-20
CUST_0042,TXN_00000129,149.16,2023-02-05
CUST_0025,TXN_00000130,141.88,2023-04-24
CUST_0084,TXN_00000131,256.93,2023-04-24
CUST_0014,TXN_00000132,97.86,2023-09-22
CUST_0090,TXN_00000133,838.29,2023-10-14
CUST_0058,TXN_00000134,683.98,2023-05-15
CUST_0004,TXN_00000135,818.18,2023-03-18
CUST_0045,TXN_00000136,931.84,2023-12-12
CUST_0050,TXN_00000137,816.0,2023-06-28
CUST_0085,TXN_00000138,302.97,2023-05-06
CUST_0063,TXN_00000139,230.88,2023-09-07
CUST_0009,TXN_00000140,757.28,2023-02-07
CUST_0002,TXN_00000141,354.77,2023-01-16
CUST_0097,TXN_00000142,199.0,2023-12-21
CUST_0035,TXN_00000143,557.05,2023-11-14
CUST_0008,TXN_00000144,893.23,2023-09-11
CUST_0029,TXN_00000145,917.44,2023-10-16
CUST_0068,TXN_00000146,868.55,2023-12-04
CUST_0028,TXN_00000147,228.09,2023-10-12
CUST_0028,TXN_00000148,280.2,2023-01-12
CUST_0047,TXN_00000149,682.34,2023-10-19
CUST_0001,TXN_00000150,413.01,2023-08-08
CUST_0048,TXN_00000151,549.81,2023-09-06
CUST_0052,TXN_00000152,515.07,2023-09-06
CUST_0019,TXN_00000153,531.28,2023-10-07
CUST_0025,TXN_00000154,765.47,2023-02-10
CUST_0025,TXN_00000155,312.69,2023-08-28
CUST_0050,TXN_00000156,543.04,2023-12-31
CUST_0061,TXN_00000157,580.78,2023-12-02
CUST_0086,TXN_00000158,930.87,2023-06-03
CUST_0020,TXN_00000159,552.5,2023-03-05
CUST_0003,TXN_00000160,988.53,2023-06-14
CUST_0033,TXN_00000161,338.61,2023-07-07
CUST_0087,TXN_00000162,636.56,2023-09-14
CUST_0011,TXN_00000163,111.56,2023-03-22
CUST_0035,TXN_00000164,656.44,2023-09-27
CUST_0080,TXN_00000165,388.22,2023-09-13
CUST_0065,TXN_00000166,472.51,2023-04-08
CUST_0097,TXN_00000167,712.79,2023-06-29
CUST_0099,TXN_00000168,989.07,2023-12-09
CUST_0059,TXN_00000169,830.04,2023-07-28
CUST_0075,TXN_00000170,937.53,2023-04-09
CUST_0003,TXN_00000171,625.86,2023-04-23
CUST_0009,TXN_00000172,23.01,2023-08-19
CUST_0017,TXN_00000173,818.55,2023-10-28
CUST_0074,TXN_00000174,438.12,2023-06-24
CUST_0088,TXN_00000175,939.97,2023-09-02
CUST_0045,TXN_00000176,657.31,2023-01-18
CUST_0020,TXN_00000177,858.85,2023-11-11
CUST_0016,TXN_00000178,288.75,2023-04-20
CUST_0091,TXN_00000179,231.89,2023-02-09
CUST_0081,TXN_00000180,316.08,2023-04-05
CUST_0039,TXN_00000181,110.17,2023-11-13
CUST_0031,TXN_00000182,378.82,2023-10-27
CUST_0086,TXN_00000183,254.12,2023-10-21
CUST_0024,TXN_00000184,888.7,2023-04-25
CUST_0073,TXN_00000185,171.3,2023-02-19
CUST_0091,TXN_00000186,818.74,2023-10-24
CUST_0088,TXN_00000187,755.13,2023-11-23
CUST_0081,TXN_00000188,238.45,2023-11-16
CUST_0007,TXN_00000189,739.35,2023-01-21
CUST_0052,TXN_00000190,49.46,2023-07-06
CUST_0079,TXN_00000191,122.8,2023-06-19
CUST_0010,TXN_00000192,216.06,2023-04-22
CUST_0041,TXN_00000193,154.8,2023-08-18
CUST_0036,TXN_00000194,973.36,2023-02-02
CUST_0007,TXN_00000195,171.86,2023-07-10
CUST_0055,TXN_00000196,767.5,2023-12-10
CUST_0053,TXN_00000197,57.3,2023-09-29
CUST_0096,TXN_00000198,169.22,2023-10-28
CUST_0019,TXN_00000199,890.1,2023-07-19
CUST_0093,TXN_00000200,651.56,2023-04-26
CUST_0032,TXN_00000201,199.74,2023-09-13
CUST_0064,TXN_00000202,274.66,2023-07-06
CUST_0034,TXN_00000203,532.47,2023-03-10
CUST_0092,TXN_00000204,778.35,2023-08-11
CUST_0028,TXN_00000205,310.78,2023-04-03
CUST_0062,TXN_00000206,94.93,2023-07-31
CUST_0001,TXN_00000207,724.72,2023-05-29
CUST_0026,TXN_00000208,572.08,2023-12-04
CUST_0024,TXN_00000209,774.34,2023-11-26
CUST_0027,TXN_00000210,757.12,2023-10-21
CUST_0016,TXN_00000211,841.07,2023-12-01
CUST_0022,TXN_00000212,632.75,2023-11-05
CUST_0067,TXN_00000213,642.71,2023-04-05
CUST_0048,TXN_00000214,295.02,2023-07-28
CUST_0070,TXN_00000215,204.75,2023-03-13
CUST_0005,TXN_00000216,528.83,2023-08-10
CUST_0052,TXN_00000217,916.2,2023-01-29
CUST_0089,TXN_00000218,119.1,2023-01-26
CUST_0014,TXN_00000219,807.02,2023-02-17
CUST_0011,TXN_00000220,984.81,2023-03-10
CUST_0097,TXN_00000221,604.47,2023-07-22
CUST_0058,TXN_00000222,377.65,2023-08-28
CUST_0013,TXN_00000223,423.7,2023-09-23
CUST_0032,TXN_00000224,909.69,2023-01-05
CUST_0052,TXN_00000225,898.32,2023-07-13
CUST_0083,TXN_00000226,903.5,2023-10-13
CUST_0095,TXN_00000227,774.28,2023-07-23
CUST_0086,TXN_00000228,580.84,2023-08-31
CUST_0049,TXN_00000229,931.97,2023-04-05
CUST_0014,TXN_00000230,700.11,2023-03-31
CUST_0054,TXN_00000231,717.62,2023-01-13
CUST_0046,TXN_00000232,953.46,2023-03-30
CUST_0019,TXN_00000233,206.13,2023-10-04
CUST_0092,TXN_00000234,700.73,2023-07-19
CUST_0060,TXN_00000235,204.03,2023-05-09
CUST_0066,TXN_00000236,386.55,2023-06-24
CUST_0034,TXN_00000237,306.11,2023-12-17
CUST_0089,TXN_00000238,941.1,2023-01-02
CUST_0053,TXN_00000239,635.92,2023-08-18
CUST_0066,TXN_00000240,901.21,2023-11-20
CUST_0092,TXN_00000241,331.06,2023-06-27
CUST_0050,TXN_00000242,572.05,2023-08-12
CUST_0015,TXN_00000243,787.48,2023-12-06
CUST_0025,TXN_00000244,602.41,2023-01-12
CUST_0052,TXN_00000245,112.7,2023-06-02
CUST_0056,TXN_00000246,134.39,2023-10-19
CUST_0052,TXN_00000247,662.94,2023-06-09
CUST_0080,TXN_00000248,913.28,2023-06-13
CUST_0089,TXN_00000249,933.78,2023-05-25
CUST_0020,TXN_00000250,783.92,2023-08-23
CUST_0059,TXN_00000251,347.82,2023-01-01
CUST_0081,TXN_00000252,584.37,2023-03-31
CUST_0014,TXN_00000253,801.64,2023-03-04
CUST_0080,TXN_00000254,762.63,2023-07-14
CUST_0012,TXN_00000255,429.49,2023-01-25
CUST_0051,TXN_00000256,376.1,2023-03-08
CUST_0098,TXN_00000257,717.01,2023-05-07
CUST_0032,TXN_00000258,326.45,2023-06-20
CUST_0056,TXN_00000259,802.15,2023-11-08
CUST_0011,TXN_00000260,755.45,2023-01-20
CUST_0087,TXN_00000261,463.39,2023-03-13
CUST_0057,TXN_00000262,888.82,2023-07-22
CUST_0078,TXN_00000263,276.03,2023-12-22
CUST_0082,TXN_00000264,900.91,2023-11-30
CUST_0081,TXN_00000265,72.59,2023-02-21
CUST_0092,TXN_00000266,234.52,2023-06-02
CUST_0055,TXN_00000267,20.56,2023-10-26
CUST_0059,TXN_00000268,251.96,2023-03-14
CUST_0081,TXN_00000269,587.76,2023-03-18
CUST_0045,TXN_00000270,772.02,2023-04-05
CUST_0004,TXN_00000271,188.69,2023-05-18
CUST_0096,TXN_00000272,136.69,2023-02-27
CUST_0081,TXN_00000273,741.12,2023-01-22
CUST_0006,TXN_00000274,398.63,2023-10-29
CUST_0097,TXN_00000275,515.46,2023-08-25
CUST_0096,TXN_00000276,380.97,2023-02-07
CUST_0027,TXN_00000277,375.46,2023-03-28
CUST_0006,TXN_00000278,429.58,2023-09-27
CUST_0084,TXN_00000279,364.61,2023-10-07
CUST_0084,TXN_00000280,344.19,2023-08-10
CUST_0027,TXN_00000281,377.21,2023-09-07
CUST_0074,TXN_00000282,147.95,2023-11-30
CUST_0066,TXN_00000283,215.11,2023-08-17
CUST_0090,TXN_00000284,722.25,2023-04-03
CUST_0016,TXN_00000285,66.95,2023-12-18
CUST_0056,TXN_00000286,280.43,2023-05-16
CUST_0032,TXN_00000287,213.3,2023-07-10
CUST_0009,TXN_00000288,229.57,2023-10-20
CUST_0048,TXN_00000289,315.46,2023-05-26
CUST_0088,TXN_00000290,131.52,2023-06-15
CUST_0037,TXN_00000291,672.74,2023-09-08
CUST_0002,TXN_00000292,338.79,2023-11-26
CUST_0062,TXN_00000293,131.02,2023-03-21
CUST_0078,TXN_00000294,994.81,2023-05-07
CUST_0100,TXN_00000295,152.54,2023-03-15
CUST_0006,TXN_00000296,241.13,2023-11-25
CUST_0043,TXN_00000297,923.55,2023-03-12
CUST_0038,TXN_00000298,569.35,2023-11-29
CUST_0041,TXN_00000299,283.69,2023-03-07
CUST_0090,TXN_00000300,183.2,2023-04-18
CUST_0064,TXN_00000301,852.37,2023-02-16
CUST_0050,TXN_00000302,876.75,2023-09-26
CUST_0034,TXN_00000303,917.78,2023-05-01
CUST_0032,TXN_00000304,56.95,2023-07-01
CUST_0003,TXN_00000305,112.27,2023-12-28
CUST_0010,TXN_00000306,181.67,2023-11-27
CUST_0100,TXN_00000307,647.16,2023-06-06
CUST_0084,TXN_00000308,440.0,2023-12-06
CUST_0008,TXN_00000309,332.92,2023-03-06
CUST_0099,TXN_00000310,800.49,2023-10-05
CUST_0002,TXN_00000311,531.13,2023-12-09
CUST_0090,TXN_00000312,240.68,2023-11-27
CUST_0011,TXN_00000313,299.82,2023-07-25
CUST_0007,TXN_00000314,372.0,2023-02-05
CUST_0022,TXN_00000315,32.54,2023-10-18
CUST_0094,TXN_00000316,311.83,2023-07-28
CUST_0082,TXN_00000317,658.74,2023-01-22
CUST_0027,TXN_00000318,534.38,2023-02-16
CUST_0003,TXN_00000319,943.27,2023-11-09
CUST_0039,TXN_00000320,23.15,2023-07-12
CUST_0062,TXN_00000321,703.75,2023-01-19
CUST_0098,TXN_00000322,519.07,2023-02-28
CUST_0037,TXN_00000323,905.17,2023-12-02
CUST_0045,TXN_00000324,320.71,2023-11-18
CUST_0063,TXN_00000325,835.15,2023-10-26
CUST_0040,TXN_00000326,332.36,2023-07-05
CUST_0057,TXN_00000327,687.77,2023-05-31
CUST_0092,TXN_00000328,917.64,2023-11-18
CUST_0010,TXN_00000329,273.92,2023-07-20
CUST_0023,TXN_00000330,641.45,2023-11-20
CUST_0017,TXN_00000331,237.91,2023-07-08
CUST_0029,TXN_00000332,880.52,2023-12-02
CUST_0021,TXN_00000333,546.59,2023-07-30
CUST_0017,TXN_00000334,706.97,2023-10-17
CUST_0037,TXN_00000335,917.26,2023-09-16
CUST_0074,TXN_00000336,985.08,2023-11-04
CUST_0016,TXN_00000337,34.82,2023-04-11
CUST_0089,TXN_00000338,517.08,2023-09-04
CUST_0052,TXN_00000339,854.99,2023-07-05
CUST_0097,TXN_00000340,435.5,2023-03-03
CUST_0050,TXN_00000341,794.93,2023-01-20
CUST_0100,TXN_00000342,123.97,2023-08-09
CUST_0065,TXN_00000343,276.89,2023-03-15
CUST_0078,TXN_00000344,376.58,2023-12-24
CUST_0067,TXN_00000345,657.87,2023-02-01
CUST_0045,TXN_00000346,604.46,2023-11-22
CUST_0082,TXN_00000347,56.1,2023-09-19
CUST_0056,TXN_00000348,224.95,2023-02-28
CUST_0090,TXN_00000349,721.67,2023-09-05
CUST_0002,TXN_00000350,514.19,2023-04-05
CUST_0044,TXN_00000351,824.98,2023-06-18
CUST_0033,TXN_00000352,438.69,2023-02-28
CUST_0078,TXN_00000353,655.5,2023-12-14
CUST_0048,TXN_00000354,985.72,2023-07-28
CUST_0063,TXN_00000355,472.36,2023-02-07
CUST_0019,TXN_00000356,399.03,2023-12-05
CUST_0037,TXN_00000357,651.58,2023-05-30
CUST_0046,TXN_00000358,518.36,2023-08-01
CUST_0025,TXN_00000359,78.62,2023-11-25
CUST_0050,TXN_00000360,127.06,2023-04-13
CUST_0061,TXN_00000361,599.27,2023-12-07
CUST_0052,TXN_00000362,854.54,2023-03-01
CUST_0006,TXN_00000363,637.67,2023-03-10
CUST_0048,TXN_00000364,426.63,2023-02-18
CUST_0091,TXN_00000365,702.34,2023-06-19
CUST_0083,TXN_00000366,285.29,2023-07-18
CUST_0052,TXN_00000367,317.63,2023-10-23
CUST_0067,TXN_00000368,92.32,2023-08-24
CUST_0097,TXN_00000369,890.82,2023-02-19
CUST_0039,TXN_00000370,619.18,2023-03-08
CUST_0058,TXN_00000371,813.13,2023-04-17
CUST_0093,TXN_00000372,878.36,2023-07-30
CUST_0032,TXN_00000373,917.58,2023-10-01
CUST_0052,TXN_00000374,118.07,2023-04-17
CUST_0067,TXN_00000375,940.05,2023-10-25
CUST_0033,TXN_00000376,519.85,2023-01-15
CUST_0022,TXN_00000377,604.35,2023-10-07
CUST_0089,TXN_00000378,146.28,2023-11-23
CUST_0087,TXN_00000379,865.41,2023-11-28
CUST_0100,TXN_00000380,453.47,2023-08-29
CUST_0012,TXN_00000381,970.91,2023-12-24
CUST_0045,TXN_00000382,262.78,2023-03-15
CUST_0040,TXN_00000383,432.51,2023-05-21
CUST_0061,TXN_00000384,666.32,2023-10-29
CUST_0052,TXN_00000385,108.77,2023-06-03
CUST_0002,TXN_00000386,226.08,2023-05-31
CUST_0082,TXN_00000387,440.72,2023-09-10
CUST_0082,TXN_00000388,873.67,2023-04-23
CUST_0073,TXN_00000389,801.0,2023-01-26
CUST_0013,TXN_00000390,322.84,2023-12-15
CUST_0019,TXN_00000391,384.0,2023-10-27
CUST_0064,TXN_00000392,906.46,2023-09-21
CUST_0093,TXN_00000393,863.28,2023-09-26
CUST_0067,TXN_00000394,961.98,2023-03-03
CUST_0100,TXN_00000395,775.52,2023-01-14
CUST_0031,TXN_00000396,688.85,2023-11-04
CUST_0049,TXN_00000397,657.5,2023-04-10
CUST_0093,TXN_00000398,68.64,2023-06-22
CUST_0074,TXN_00000399,864.27,2023-08-31
CUST_0030,TXN_00000400,512.65,2023-04-22
CUST_0021,TXN_00000401,284.21,2023-12-24
CUST_0070,TXN_00000402,747.75,2023-08-11
CUST_0089,TXN_00000403,674.31,2023-01-09
CUST_0038,TXN_00000404,355.31,2023-05-07
CUST_0048,TXN_00000405,722.31,2023-03-24
CUST_0049,TXN_00000406,673.35,2023-09-12
CUST_0047,TXN_00000407,557.03,2023-06-23
CUST_0039,TXN_00000408,751.96,2023-06-22
CUST_0009,TXN_00000409,774.07,2023-03-18
CUST_0062,TXN_00000410,392.09,2023-12-08
CUST_0100,TXN_00000411,302.37,2023-08-15
CUST_0066,TXN_00000412,744.65,2023-05-04
CUST_0057,TXN_00000413,939.51,2023-06-28
CUST_0060,TXN_00000414,717.42,2023-11-28
CUST_0077,TXN_00000415,300.17,2023-03-01
CUST_0058,TXN_00000416,705.84,2023-12-16
CUST_0015,TXN_00000417,689.86,2023-11-22
CUST_0085,TXN_00000418,919.69,2023-10-03
CUST_0065,TXN_00000419,926.75,2023-12-24
CUST_0088,TXN_00000420,52.77,2023-09-23
CUST_0008,TXN_00000421,396.71,2023-03-01
CUST_0026,TXN_00000422,11.62,2023-01-14
CUST_0069,TXN_00000423,405.47,2023-11-27
CUST_0020,TXN_00000424,933.11,2023-01-07
CUST_0064,TXN_00000425,255.45,2023-12-09
CUST_0039,TXN_00000426,273.19,2023-05-20
CUST_0088,TXN_00000427,938.98,2023-11-25
CUST_0043,TXN_00000428,631.84,2023-08-28
CUST_0033,TXN_00000429,897.94,2023-03-12
CUST_0060,TXN_00000430,415.1,2023-05-11
CUST_0007,TXN_00000431,842.05,2023-05-20
CUST_0044,TXN_00000432,78.46,2023-01-15
CUST_0077,TXN_00000433,870.38,2023-12-20
CUST_0020,TXN_00000434,768.04,2023-02-04
CUST_0005,TXN_00000435,319.48,2023-03-14
CUST_0095,TXN_00000436,38.68,2023-08-09
CUST_0096,TXN_00000437,715.93,2023-01-12
CUST_0052,TXN_00000438,856.72,2023-12-01
CUST_0061,TXN_00000439,697.38,2023-05-10
CUST_0059,TXN_00000440,854.21,2023-10-01
CUST_0077,TXN_00000441,536.52,2023-07-14
CUST_0026,TXN_00000442,325.33,2023-02-01
CUST_0015,TXN_00000443,48.63,2023-09-03
CUST_0078,TXN_00000444,516.0,2023-05-25
CUST_0006,TXN_00000445,541.33,2023-04-10
CUST_0082,TXN_00000446,696.78,2023-03-17
CUST_0082,TXN_00000447,178.27,2023-05-26
CUST_0088,TXN_00000448,435.99,2023-02-25
CUST_0049,TXN_00000449,78.01,2023-04-20
CUST_0095,TXN_00000450,863.54,2023-06-22
CUST_0007,TXN_00000451,883.3,2023-12-21
CUST_0083,TXN_00000452,904.22,2023-01-02
CUST_0074,TXN_00000453,27.21,2023-09-30
CUST_0076,TXN_00000454,329.2,2023-08-29
CUST_0084,TXN_00000455,56.74,2023-12-01
CUST_0095,TXN_00000456,571.07,2023-12-10
CUST_0069,TXN_00000457,697.34,2023-11-20
CUST_0008,TXN_00000458,256.05,2023-12-19
CUST_0055,TXN_00000459,599.83,2023-11-01
CUST_0094,TXN_00000460,697.09,2023-07-02
CUST_0068,TXN_00000461,952.03,2023-05-18
CUST_0058,TXN_00000462,466.93,2023-12-01
CUST_0092,TXN_00000463,278.73,2023-05-12
CUST_0077,TXN_00000464,661.73,2023-04-30
CUST_0021,TXN_00000465,258.16,2023-01-21
CUST_0017,TXN_00000466,131.23,2023-11-29
CUST_0038,TXN_00000467,994.03,2023-07-16
CUST_0080,TXN_00000468,113.86,2023-01-17
CUST_0019,TXN_00000469,930.53,2023-07-09
CUST_0064,TXN_00000470,727.72,2023-04-20
CUST_0005,TXN_00000471,504.95,2023-03-01
CUST_0047,TXN_00000472,884.52,2023-09-10
CUST_0043,TXN_00000473,798.75,2023-01-14
CUST_0015,TXN_00000474,943.6,2023-10-22
CUST_0072,TXN_00000475,185.4,2023-11-10
CUST_0069,TXN_00000476,296.46,2023-09-05
CUST_0063,TXN_00000477,856.21,2023-02-05
CUST_0044,TXN_00000478,960.24,2023-09-13
CUST_0068,TXN_00000479,268.95,2023-03-18
CUST_0083,TXN_00000480,309.21,2023-02-18
CUST_0038,TXN_00000481,570.35,2023-05-21
CUST_0037,TXN_00000482,975.55,2023-11-10
CUST_0083,TXN_00000483,457.02,2023-05-19
CUST_0094,TXN_00000484,620.69,2023-08-06
CUST_0042,TXN_00000485,262.13,2023-05-12
CUST_0006,TXN_00000486,230.31,2023-04-21
CUST_0004,TXN_00000487,782.58,2023-03-31
CUST_0022,TXN_00000488,373.73,2023-07-26
CUST_0055,TXN_00000489,714.28,2023-05-20
CUST_0092,TXN_00000490,45.85,2023-07-27
CUST_0068,TXN_00000491,872.72,2023-02-13
CUST_0082,TXN_00000492,826.97,2023-11-21
CUST_0030,TXN_00000493,517.02,2023-10-19
CUST_0099,TXN_00000494,279.1,2023-01-03
CUST_0002,TXN_00000495,659.25,2023-05-14
CUST_0085,TXN_00000496,835.44,2023-08-23
CUST_0009,TXN_00000497,234.93,2023-05-01
CUST_0007,TXN_00000498,716.48,2023-10-02
CUST_0044,TXN_00000499,960.72,2023-04-26
CUST_0024,TXN_00000500,59.13,2023-08-24
CUST_0045,TXN_00000501,660.88,2023-12-30
CUST_0079,TXN_00000502,137.98,2023-09-12
CUST_0071,TXN_00000503,645.81,2023-04-23
CUST_0031,TXN_00000504,617.66,2023-02-19
CUST_0094,TXN_00000505,695.81,2023-10-20
CUST_0094,TXN_00000506,822.36,2023-05-23
CUST_0057,TXN_00000507,613.35,2023-07-24
CUST_0075,TXN_00000508,33.88,2023-04-04
CUST_0074,TXN_00000509,243.4,2023-08-01
CUST_0095,TXN_00000510,76.1,2023-08-24
CUST_0036,TXN_00000511,401.54,2023-09-13
CUST_0018,TXN_00000512,100.91,2023-11-23
CUST_0068,TXN_00000513,25.78,2023-05-30
CUST_0007,TXN_00000514,22.62,2023-11-23
CUST_0027,TXN_00000515,748.43,2023-04-17
CUST_0054,TXN_00000516,237.38,2023-12-04
CUST_0066,TXN_00000517,258.67,2023-08-16
CUST_0063,TXN_00000518,400.36,2023-05-08
CUST_0055,TXN_00000519,890.79,2023-11-03
CUST_0091,TXN_00000520,275.85,2023-11-23
CUST_0066,TXN_00000521,977.78,2023-09-16
CUST_0065,TXN_00000522,278.42,2023-11-23
CUST_0019,TXN_00000523,838.68,2023-07-07
CUST_0087,TXN_00000524,965.33,2023-07-17
CUST_0077,TXN_00000525,630.38,2023-12-28
CUST_0003,TXN_00000526,10.9,2023-12-17
CUST_0087,TXN_00000527,742.78,2023-10-21
CUST_0061,TXN_00000528,587.5,2023-10-10
CUST_0089,TXN_00000529,348.15,2023-03-09
CUST_0022,TXN_00000530,386.46,2023-05-17
CUST_0038,TXN_00000531,305.46,2023-08-15
CUST_0092,TXN_00000532,542.36,2023-03-26
CUST_0064,TXN_00000533,912.04,2023-09-17
CUST_0083,TXN_00000534,484.6,2023-01-22
CUST_0004,TXN_00000535,318.35,2023-02-27
CUST_0004,TXN_00000536,440.54,2023-01-10
CUST_0054,TXN_00000537,201.12,2023-12-03
